,id,text,train_id,is_delay,delay_minor,delay_med,delay_major,delay_catastrophic,is_backlog,is_canceled,is_passing,is_accident,is_medical,is_mechanical,is_customer,is_event
23,686731287093096450,"#SB366 is dropping all SB passengers at San Antonio, turning as the JPBX924 northbound &amp; making all local stops. #Caltrain",366,1,0,0,0,0,0,1,0,0,0,0,0,0
24,686723422584500224,#SB262 Struck vehicle at Mary Ave.  No one reported in vehicle. Transit PD on scene. #Caltrain @SMCSheriff,262,1,0,0,0,1,0,0,0,1,0,0,0,0
25,686630523163127808,"#SB138 is having door issue. Conductors currently utilizing only 1 car, &amp; 1 door for the PAX to board and detrain, 20 mins late at MPK.",138,1,0,0,1,0,0,0,0,0,0,1,0,0
26,685593311868878848,#NB151 is 10 mins late. #Caltrain,151,1,1,0,0,0,0,0,0,0,0,0,0,0
27,685557423113777152,Police removed fare evader.  #NB143 departed HIL 17” late. #Caltrain,143,1,0,1,0,0,0,0,0,0,0,0,1,0
28,685557002844504065,#SB142 EMS removed PAX.  142 departed SCS 22” late. #Caltrain,142,1,0,0,1,0,0,0,0,0,1,0,0,0
29,685555085691105280,#SB142 is Holding at SCS due to a medical emergency on board.  EMS on scene. #Caltrain,142,1,0,0,0,0,0,0,0,0,1,0,0,0
30,685555085691105280,#SB142 is Holding at SCS due to a medical emergency on board.  EMS on scene. #Caltrain,142,1,0,0,0,0,0,0,0,0,1,0,0,0
31,685555085691105280,#SB142 is Holding at SCS due to a medical emergency on board.  EMS on scene. #Caltrain,142,1,0,0,0,0,0,0,0,0,1,0,0,0
32,685555085691105280,#SB142 is Holding at SCS due to a medical emergency on board.  EMS on scene. #Caltrain,142,1,0,0,0,0,0,0,0,0,1,0,0,0
33,684196735107768320,#SB268 is 10 late out of SUN. #Caltrain,268,1,1,0,0,0,0,0,0,0,0,0,0,0
34,684094621610147840,#NB139 is 13 mins late out of Burlingame. #Caltrain,139,1,0,1,0,0,0,0,0,0,0,0,0,0
35,681931288505221120,#SB142 is delayed 12 mins at RWC awaiting medical personnel for situation onboard. #Caltrain,142,1,0,1,0,0,0,0,0,0,1,0,0,0
36,681654564676743168,SB 264 is experiencing a delay due to mechanical issues. #caltraindelays,264,1,0,0,0,0,0,0,0,0,0,1,0,0
37,679486389453340673,#SB268 10 mins late down leaving LAW. #Caltrain,268,1,0,0,0,0,0,0,0,0,0,0,0,0
38,678010549586673664,"#SB258 is departing San Carlos now, 20 late. #Caltrain https://t.co/16G4kgWDWM",258,1,0,1,0,0,0,0,0,0,0,0,0,0
39,677179463868678144,#NB233 is back on the move -20 mins late due to unruly passenger.  #Caltrain @MountainViewPD,233,1,0,0,1,0,0,0,0,0,0,0,1,0
40,677178271390302208,#NB233 is 21 mins late @ MV due to unruly passenger. @MountainViewPD on scene. #Caltrain,233,1,0,0,1,0,0,0,0,0,0,0,1,0
41,677175327299264512,#NB233 is holding at MV for an unruly passenger. #Caltrain,233,1,0,0,0,0,0,0,0,0,0,0,1,0
42,676931727684673537,#NB365 -10min late RWC due to Welfare check PA. #Caltrain,365,1,0,1,0,0,0,0,0,0,1,0,0,0
43,675525778021289984,NB 287 is delayed due to a vehicle stuck on the tracks near Mission Bay. #Caltrain,287,1,0,0,0,0,0,0,0,1,0,0,0,0
44,675442683830099968,#NB151 departed SBR -10 mins late. #Caltrain,151,1,0,1,0,0,0,0,0,0,0,0,0,0
45,675109660169527296,#SB254 – 13 min late LAW. #Caltrain,254,1,0,1,0,0,0,0,0,0,0,0,0,0
46,674408380635549696,RT @BikesOnCaltrain: #SB276 reported they were at capacity on bikes and standing room only leaving MIL. #Caltrain,276,0,0,0,0,0,0,0,0,0,0,0,0,0
47,673926641786097665,"#SB134 is holding at BEL for EMS, currently 15 mins delayed. #Caltrain",134,0,0,1,0,0,0,0,0,0,1,0,0,0
48,673925231744958464,#SB134 will be holding at Belmont to meet EMS for onboard medical emergency. #Caltrain,134,1,0,0,0,0,0,0,0,0,1,0,0,0
49,673384060673110016,#SB448 is on the move out of Hayward Park after onboard medical emergency. #Caltrain,448,1,0,0,0,0,0,0,0,0,1,0,0,0
50,673382409379811330,#SB448 is holding at Hayward Park due to medical emergency. #caltrain,448,1,0,0,0,0,0,0,0,0,1,0,0,0
51,673342234113130496,#NB443 is 13 mins delayed at BUR. #Caltrain,443,1,0,1,0,0,0,0,0,0,0,0,0,0
52,672980488030580737,#SB386 has been involved in a collision at Castro St in Mountain View. #Caltrain,386,1,0,0,0,0,0,0,0,1,0,0,0,0
53,672955360236273664,#NB381 will overtake 279 at SCL instead of LAW. #Caltrain,381,1,0,0,0,0,0,0,1,0,0,0,0,0
54,672951005223358464,#Nb375 will depart SJ ahead of 277. #Caltrain,375,1,0,0,0,0,0,0,1,0,0,0,0,0
55,672935485593915392,"#SB156 is attempting to reboot at Cal Ave, stopped, 11 mins delayed &amp; counting. #Caltrain",156,1,0,1,0,0,0,0,0,0,0,0,0,0
56,672899720470134784,#NB151 is 11 mins delayed at RWC. #Caltrain,151,1,0,1,0,0,0,0,0,0,0,0,0,0
57,672813274136752128,#NB323 will overtake 221 at MIL.  221 is currently 16 mins late into HIL.  #Caltrain,323,1,0,1,0,0,0,0,1,0,0,0,0,0
58,672798159689539586,.@VTA honoring Caltrain tickets from GIL to SJ. #Caltrain #NB217,217,0,0,0,0,0,0,0,0,0,0,0,0,0
59,672786792542638080,"Due to mechanical problems, NB 217 and 221 will be combined out of Gilroy. #Caltrain",217,1,0,0,0,0,0,1,0,0,0,1,0,0
60,672567058131881985,#SB254 -10 min slate @ LAW. #Caltrain,254,1,0,1,0,0,0,0,0,0,0,0,0,0
61,672237226944696320,Passenger removed by EMS from #NB375. Train on the go. #Caltrain,375,1,0,0,0,0,0,0,0,0,1,0,0,0
62,672237036493889536,#NB375 -12 mins late departing RWC due to a medical emergency.,375,1,0,1,0,0,0,0,0,0,1,0,0,0
63,672143440218423296,"#SB142 will board on the northbound track at BEL, SCS, and RWC.  Currently 13 mins delayed at HIL.  #Caltrain",142,1,0,1,0,0,0,0,0,0,0,0,0,0
64,672136181862162432,"#SB142 will board on the northbound track at BEL, SCS, and RWC due to mechanical failure on the 138. #Caltrain",142,1,0,0,0,0,0,0,0,0,0,1,0,0
65,672133796309831680,".@SamTrans_News is honoring Caltrain tickets for the #SB138 stall @ Belmont. Route ECR runs along El Camino every 15 minutes to RWC, PA.",138,0,0,0,0,0,0,0,0,0,0,0,0,0
66,672131010629206016,"#SB138 currently 17 mins delayed into BEL, due to mech issue. #Caltrain",138,1,0,1,0,0,0,0,0,0,0,1,0,0
67,671796409230749697,"#NB147 is 10 mins delayed out of RWC. Also, no lights or A/C. #Caltrain",147,1,0,1,0,0,0,0,0,0,0,0,0,0
68,671757356204617729,#NB135 is 10 mins delayed @ BUR. #Caltrain,135,1,0,1,0,0,0,0,0,0,0,0,0,0
69,671713520472350721,#NB227 Holding near San Martin due to big rig stuck on tracks. #Caltrain,227,1,0,0,0,0,0,0,0,1,0,0,0,0
70,671395851244179456,"#NB233-Terminated at SMT
#NB135- At MIL, delayed 9 mins. #Caltrain",233,1,1,0,0,0,0,1,0,0,0,0,0,0
71,671395851244179456,"#NB233-Terminated at SMT
#NB135- At MIL, delayed 9 mins. #Caltrain",135,1,1,0,0,0,0,0,0,0,0,0,0,0
72,671389838826856448,#NB135 will pick up 233s passengers at San Mateo SB platform. #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
73,671388146332864512,#NB233 is stalled at San Mateo due to mechanical issue. 21 mins delayed &amp; counting. #Caltrain,233,1,0,0,1,0,0,0,0,0,0,0,0,0
74,669640169469796352,#NB151 -11 mins late en route to SMT. #Caltrain,151,1,0,1,0,0,0,0,0,0,0,0,0,0
75,669580540907917312,#NB135 departed RWC 16 mins delayed due to mech issue &amp; a passenger pulled emergency door pull at RWC. #Caltrain,135,1,0,1,0,0,0,0,0,0,0,1,1,0
76,668991444787458048,"#SB274 to Gilroy will originate on SJ, Track 2.  7:50 to 8:00 estimated time of departure. #Caltrain",274,1,0,0,0,0,0,0,0,0,0,0,0,0
77,668981350980972544,We are single tracking around #SB274. #Caltrain,274,0,0,0,0,0,0,0,1,0,0,0,0,0
78,668975965377159168,#SB274 is troubleshooting at San Bruno. Mechanical en route. #Caltrain,274,1,0,0,0,0,0,0,0,0,0,1,0,0
79,668926324073824256,Trains are clear to proceed.  #NB155 ~14 mins late departing CAL.  #Caltrain,155,1,0,1,0,0,0,0,0,0,0,0,0,0
80,668925018450075650,"#NB155 is holding as near San Antonio, per police request. Currently 10 mins delayed &amp; counting. #Caltrain",155,1,1,0,0,0,0,0,0,0,0,0,0,0
81,666454763223953408,#NB283 will be next departure from SanJose on track 4. #Caltrain,283,0,0,0,0,0,0,0,0,0,0,0,0,0
82,666453536776024064,NB279/77 has just departed San Jose. #Caltrain https://t.co/dSk3et7eW5,279,0,0,0,0,0,0,0,0,0,0,0,0,0
83,666450581255405568,#NB277 &amp; subsequent trains still holding at SJ. #Caltrain,277,0,0,0,0,0,0,0,0,0,0,0,0,0
84,666443747782103041,#SB262 is on the go south out of Sunnyvale. #Caltrain,262,0,0,0,0,0,0,0,0,0,0,0,0,0
85,666429968130273280,#NB375 has now been involved in a pedestrian incident at #SantaClara. #Caltrain,375,1,0,0,0,0,0,0,0,1,1,0,0,0
86,666423313451761665,#Nb371 has been involved in a trespasser incident at San Antonio. Expect delays. #Caltrain,371,1,0,0,0,0,0,0,0,1,1,0,0,0
87,666397169365061632,"#SB254 -10 mins late @ BEL due single tracking, slow order. #Caltrain",254,1,1,0,0,0,0,0,0,0,0,0,0,0
88,665292687944192000,#NB151-10 mins late @ BUR. #Caltrain,151,1,1,0,0,0,0,0,0,0,0,0,0,0
89,664911353346330624,"#SB146 delayed 41 minutes, arriving SUN.
#NB147 delayed 35 minutes, arriving MV.
#Caltrain",146,1,0,0,0,1,1,0,0,0,0,0,0,0
90,664911353346330624,"#SB146 delayed 41 minutes, arriving SUN.
#NB147 delayed 35 minutes, arriving MV.
#Caltrain",147,1,0,0,1,0,1,0,0,0,0,0,0,0
91,664910374064381952,"#NB147 &amp; #SB146 have been released, we will protect the crossing (move slowly) until it is repaired. #Caltrain",147,1,0,0,0,0,0,0,0,0,0,0,0,0
92,664910374064381952,"#NB147 &amp; #SB146 have been released, we will protect the crossing (move slowly) until it is repaired. #Caltrain",146,1,0,0,0,0,0,0,0,0,0,0,0,0
93,664909358292078592,"#SB146 holding at MVW, delayed 34 minutes
#NB147 holding at SUN, delayed 28 minutes
#Caltrain",146,1,0,0,1,0,0,0,0,0,0,0,0,0
94,664909358292078592,"#SB146 holding at MVW, delayed 34 minutes
#NB147 holding at SUN, delayed 28 minutes
#Caltrain",147,1,0,0,1,0,0,0,0,0,0,0,0,0
95,664263059184091136,#SB268 -11 mins late @ SAT due to following delayed train. #Caltrain,268,1,0,1,0,0,1,0,0,0,0,0,0,0
96,664260229245243392,#SB264 -11 mins late @ MV due to PNA lift trouble. #Caltrain,264,1,0,1,0,0,0,0,0,0,0,1,0,0
97,664226169726722048,"#SB254 -18 mins late @ RWC
#NB155 -15"" @ MIL
#Caltrain",254,1,0,1,0,0,0,0,0,0,0,0,0,0
98,664226169726722048,"#SB254 -18 mins late @ RWC
#NB155 -15"" @ MIL
#Caltrain",155,1,0,1,0,0,0,0,0,0,0,0,0,0
99,664219740315893760,#NB155 -16 mins late @ BEL. #Caltrain,155,1,0,1,0,0,0,0,0,0,0,0,0,0
100,664211266580320256,#NB155 -13 mins late out of Santa Clara due to mechanical trouble. #Caltrain,155,1,0,1,0,0,0,0,0,0,0,1,0,0
101,663813585383002112,#SB146 got out of SF 9 mins late. On the move at 22nd. #Caltrain,146,1,1,0,0,0,0,0,0,0,0,0,0,0
102,662706656657014784,#NB139 delayed 10 mins due to mechanical issue at CAL. #Caltrain @jonemo,139,1,1,0,0,0,0,0,0,0,0,1,0,0
103,662411418289860608,#SB154 is 10 mins late @ RWC. #Caltrain,154,1,1,0,0,0,0,0,0,0,0,0,0,0
104,662048934982905856,#SB254 -10 mins late due to single tracking. #Caltrain,254,1,1,0,0,0,0,0,0,0,0,0,0,0
105,662038242301112321,#NB151 -10 mins delayed. #Caltrain,151,1,1,0,0,0,0,0,0,0,0,0,0,0
106,661732421818126337,#SB278 -14 mins late departing MIL due to unruly passenger. #Caltrain,278,1,0,1,0,0,0,0,0,0,0,0,1,0
107,661604623111753728,"#SB332 experienced a door problem at PA, currently -10 mins late approaching LAW. #Caltrain",332,1,1,0,0,0,0,0,0,0,0,1,0,0
108,661289955189223429,#SB146 has departed San Carlos 14 mins delayed. Tracks clear. #Caltrain @SMCSheriff,146,1,0,1,0,0,0,0,0,0,0,0,0,0
109,661286355511717888,#SB146 holding at San Carlos for police action on the tracks. #Caltrain,146,1,0,0,0,0,0,0,0,1,0,0,0,0
110,661244063576788992,#NB135 is currently departing CAL -24 mins late &amp; will drop all passengers at MPK. 237 will accommodate 135's passengers. #Caltrain,135,1,0,0,1,0,0,0,0,0,0,0,0,0
111,661240249868161028,"#NB135 will move to Menlo Park, drop all passengers &amp; clear to siding. #Caltrain",135,0,0,0,0,0,0,0,0,0,0,0,0,0
112,661236997864845312,"#NB135 is currently troubleshooting engine trouble at LAW, -11 mins delayed. #Caltrain",135,1,0,1,0,0,0,0,0,0,0,1,0,0
113,660224578250108928,#SB152 is -10 mins late departing LAW due to Quint St slow order. #Caltrain,152,1,1,0,0,0,0,0,0,0,0,0,0,0
114,659164398548684801,#NB267 -10 mins late. #Caltrain,267,1,1,0,0,0,0,0,0,0,0,0,0,0
115,659141201694605312,"#SB254 -16 mins delayed out of San Antonio due to slow order, single tracking. #Caltrain",254,1,0,1,0,0,0,0,0,0,0,0,0,0
116,659133205547630592,#NB155 is 11 mins delayed out of San Mateo. #Caltrain,155,1,0,1,0,0,0,0,0,0,0,0,0,0
117,659049770313494528,#NB233 thru #NB155 will board on the Northbound platforms at SMT and BUR becuz of SMT Bridge project. #Caltrain,233,0,0,0,0,0,0,0,0,0,0,0,0,0
118,659049770313494528,#NB233 thru #NB155 will board on the Northbound platforms at SMT and BUR becuz of SMT Bridge project. #Caltrain,155,0,0,0,0,0,0,0,0,0,0,0,0,0
119,657669978729095168,#NB151 -10 mins late @ MIL. #Caltrain,151,1,1,0,0,0,0,0,0,0,0,0,0,0
120,657378338906832896,#NB385 -10 mins delayed. #Caltrain,385,1,1,0,0,0,0,0,0,0,0,0,0,0
121,657376963661799424,#SB284 is 12 mins late out of SSF. #Caltrain,284,1,1,0,0,0,0,0,0,0,0,0,0,0
122,657371422122074112,"#SB284 is delayed at SF, 386 will depart on time ahead of 284. #Caltrain",284,1,0,0,0,0,0,0,1,0,0,0,0,0
123,657330843380260866,#SB254 -13 mins late out of MV. #Caltrain,254,1,0,1,0,0,0,0,0,0,0,0,0,0
124,657325618820960261,#SB152 -11 mins late. #Caltrain,152,1,0,1,0,0,0,0,0,0,0,0,0,0
125,656545904783060992,#NB143 currently 11 mins late into RWC. #Caltrain,143,1,0,1,0,0,0,0,0,0,0,0,0,0
126,655169307115057152,#SB156 -10 mins late @ SCL. #Caltrain,156,1,0,1,0,0,0,0,0,0,0,0,0,0
127,655137099138527232,#SB150 -10 mins late. #Caltrain,150,1,1,0,0,0,0,0,0,0,0,0,0,0
128,655130257775722496,#NB151 -16 mins late @ HIL due to unruly passenger. #Caltrain,151,1,0,1,0,0,0,0,0,0,0,0,1,0
129,654806122470047744,#NB267 -12 mins late departing SJ due to Switch issue. #Caltrain,267,1,0,1,0,0,0,0,0,0,0,1,0,0
130,654804479577993216,#NB365 -14” due to switch issue. #Caltrain,365,1,0,1,0,0,0,0,0,0,0,0,0,0
131,654780583520813056,#SB254 -14 mins late due to single tracking. #Caltrain,254,1,0,1,0,0,0,0,0,0,0,0,0,0
132,654776629449723905,#NB151 -14 mins late. #Caltrain,151,1,0,1,0,0,0,0,0,0,0,0,0,0
133,654474906319482880,#NB381 has passed the stall.  #SB380 and #SB282 on the move South past stall. #Caltrain,381,1,0,0,0,0,0,0,1,0,0,0,0,0
134,654474906319482880,#NB381 has passed the stall.  #SB380 and #SB282 on the move South past stall. #Caltrain,380,1,0,0,0,0,0,0,1,0,0,0,0,0
135,654474906319482880,#NB381 has passed the stall.  #SB380 and #SB282 on the move South past stall. #Caltrain,282,1,0,0,0,0,0,0,1,0,0,0,0,0
136,654468861345968128,#NB277 will single-track around  stalled train. #Caltrain,277,1,0,0,0,0,0,0,1,0,0,0,0,0
137,654466381241454592,"#NB273 -18 mins late, stopped near MIL. Crew is currently troubleshooting. 375 delayed behind. #Caltrain",273,1,0,1,0,0,0,0,0,0,0,1,0,0
138,654425167519612928,#NB257 is -10 mins late en route to HIL due to heavy ridership. #Caltrain,257,1,1,0,0,0,0,0,0,0,0,0,1,0
139,654408552912547840,#NB151 is arriving @ SBR -10 mins late. #Caltrain,151,1,1,0,0,0,0,0,0,0,0,0,0,0
140,654118034093662210,#SB274 just arriving at Mountain View. #Caltrain,274,1,0,0,0,0,0,0,0,0,0,0,0,0
141,654111516560527360,"#SB274 is out of San Carlos now, into RWC. #Caltrain",274,1,0,0,0,0,0,0,0,0,0,0,0,0
142,654103695093686276,"263 -50” into 22nd (will be SB278)
262  --47” en route to SJ
366 -45” SUN
264 -60” HIL
365 -56” BAY (will be SB380)
#Caltrain",278,1,0,0,0,1,0,0,0,0,0,0,0,0
142,654103695093686276,"263 -50” into 22nd (will be SB278)
262  --47” en route to SJ
366 -45” SUN
264 -60” HIL
365 -56” BAY (will be SB380)
#Caltrain",262,1,0,0,0,1,0,0,0,0,0,0,0,0
142,654103695093686276,"263 -50” into 22nd (will be SB278)
262  --47” en route to SJ
366 -45” SUN
264 -60” HIL
365 -56” BAY (will be SB380)
#Caltrain",366,1,0,0,0,1,0,0,0,0,0,0,0,0
142,654103695093686276,"263 -50” into 22nd (will be SB278)
262  --47” en route to SJ
366 -45” SUN
264 -60” HIL
365 -56” BAY (will be SB380)
#Caltrain",264,1,0,0,0,1,0,0,0,0,0,0,0,0
143,654103695093686276,"263 -50” into 22nd (will be SB278)
262  --47” en route to SJ
366 -45” SUN
264 -60” HIL
365 -56” BAY (will be SB380)
#Caltrain",380,1,0,0,0,1,0,0,0,0,0,0,0,0
144,654097977678557184,Looks like 262 will turn to NB385 &amp; 366 will become NB287. No combo or cancels. #Caltrain,385,0,0,0,0,0,0,1,0,0,0,0,0,0
145,654097977678557184,Looks like 262 will turn to NB385 &amp; 366 will become NB287. No combo or cancels. #Caltrain,287,0,0,0,0,0,0,1,0,0,0,0,0,0
146,654089827072081920,#SB274 (Only #Gilroy train) will be next out of San Francisco. 72 &amp; 70 have already departed. #Caltrain,274,0,0,0,0,0,0,0,0,0,0,0,0,0
147,654083503429017600,"#SB268 is cancelled, passengers will be accommodated by 274 departing on 274 regular schedule. #Caltrain",268,1,0,0,0,0,0,1,0,0,0,0,0,0
148,654080145825796097,#NB261 was just involved in a pedestrian incident at San Mateo Station. Expect delays. #Caltrain,261,1,0,0,0,0,0,0,0,1,0,0,0,0
149,654055177708695553,#SB254 departed SBR -10 mins late due to single tracking at 22nd. #Caltrain,254,1,1,0,0,0,0,0,0,0,0,0,0,0
150,653988922138095616,#SB134 13 mins late out of MV. #Caltrain,134,1,0,1,0,0,0,0,0,0,0,0,0,0
151,653607755639451648,226 coupled to 324. #SB324 terminated.  226 combining stops with 324.  On the move south. #Caltrain,324,1,0,0,0,0,0,1,0,0,0,0,0,0
152,653603579136118784,#SB324 and #SB226 are connected and preparing to move. #Caltrain,324,0,0,0,0,0,0,0,0,0,0,0,0,0
153,653603579136118784,#SB324 and #SB226 are connected and preparing to move. #Caltrain,226,0,0,0,0,0,0,0,0,0,0,0,0,0
154,653600865522094082,#SB324 will couple with 226. 228 will pass. #Caltrain,324,0,0,0,0,0,0,0,0,0,0,0,0,0
155,653599875326603264,#SB324 is stalled. We are working to troubleshoot the issue. May Cause delays. #Caltrain,324,1,0,0,0,0,0,0,0,0,0,1,0,0
156,652885627390656512,#NB423 has been cancelled due to the incident in Santa Clara.  All other trains are operating on time.,423,1,0,0,0,0,0,1,0,0,0,0,0,0
157,652877934517063680,There are three tracks through the Santa Clara Station.  Two have been cleared for operations at restricted speeds. #NB423,423,0,0,0,0,0,0,0,0,0,0,0,0,0
158,652872745819111424,Passengers on #NB423 will board #NB425 on the Southbound platform.,423,0,0,0,0,0,0,0,0,0,0,0,0,0
159,652872745819111424,Passengers on #NB423 will board #NB425 on the Southbound platform.,425,0,0,0,0,0,0,0,0,0,0,0,0,0
160,652865965898657792,Caltrain #NB423 is stopped due to an emergency incident at the Santa Clara Station.,423,1,0,0,0,0,0,0,0,1,0,0,0,0
161,652613306692210688,#SB254 is 10 mins late out of RWC due to single tracking. #Caltrain,254,1,1,0,0,0,0,0,0,0,0,0,0,0
162,652550831330344961,#SB138 -11 mins late into Palo Alto due to door issue at SF. #Caltrain,138,1,0,1,0,0,0,0,0,0,0,0,0,0
163,652535366927290368,#SB138 had door issue at SF.  Departed SF -7 mins late. #Caltrain,138,1,1,0,0,0,0,0,0,0,0,1,0,0
164,652273598980222976,#SB156 Currently -12 mins late after getting past switch issue. En route to Gilroy. #Caltrain,156,1,0,1,0,0,0,0,0,0,0,1,0,0
165,652272089278230528,"#SB156 will incur a delay to Capitol due to switch malfunction, manual switching. #Caltrain",156,1,0,0,0,0,0,0,0,0,0,1,0,0
166,652251191867478017,#SB152 is -10 mins late @ LAW due to heavy ridership. #Caltrain,152,1,1,0,0,0,0,0,0,0,0,0,1,0
167,652162926875246593,#NB135 thru 155 will board on the southbound platforms at SMT and BUR due to SMT Bridge project.  #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
168,652016077006737408,BART will hold for #NB199 passengers at Millbrae.,199,0,0,0,0,0,0,0,0,0,0,0,0,0
169,652015079878078464,"#NB197 dropping pax at Burlingame
No. 196 -50” MILLBRAE.  Will proceed SBD after 199
Bart will hold last train for No. 199 PAX",197,1,0,0,0,1,0,0,0,0,0,0,0,0
170,652014454775803904,#SB198 will depart on time.,198,0,0,0,0,0,0,0,0,0,0,0,0,0
171,652012213155160064,Passengers from #NB197 will be offloaded at Burlingame and picked up by 199.  Incident train will be taken out of service.,197,0,0,0,0,0,0,0,0,0,0,0,0,0
172,652008918722285569,#NB197 is experiencing major mechanical issues due to the vehicle strike.  Mechanics attempting to get train moving.,197,1,0,0,0,0,0,0,0,1,0,1,0,0
173,652006281885040640,Transit Police have released #NB197 final preparations are being made to move the train.,197,-,0,0,0,0,0,0,0,0,0,0,0,0
174,652005313453801472,#SB196 is delayed 10 minutes as we wait for the Southbound tracks to be cleared of the vehicle.,196,1,1,0,0,0,0,0,0,1,0,0,0,0
175,652003565947367424,Both tracks are blocked due to vehicle incident.  #NB197 is blocking the Northbound track.  The vehicle wreckage is blocking Southbound.,197,1,0,0,0,0,0,0,0,1,0,0,0,0
176,651996755311988736,#NB197 struck a vehicle at Bayswater Ave. No injuries reported.,197,1,0,0,0,0,0,0,0,1,0,0,0,0
177,651903395188604928,RT @WittedUseless: Happy birthday Conductor Steve!! #SB262 @Caltrain_News,262,0,0,0,0,0,0,0,0,0,0,0,0,0
178,651885926721818624,#NB155 on the move -11 mins late due to medical incident at HIL. #Caltrain,155,1,0,1,0,0,0,0,0,0,1,0,0,0
179,651868473686028288,#NB151 is -10 mins late into SM due to heavy ridership. #Caltrain,151,1,1,0,0,0,0,0,0,0,0,0,1,0
180,651802509825175553,#NB135 thru #NB155 will board on the southbound platforms at SMT and BUR due to Bridge project. #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
